"symbol","company_name","date","current_price"
"LICNETFGSC","LIC MF - LIC MF G-sec LT ETF - GO","2018-01-29","15.8"
"HONDAPOWER","Honda Siel Power Products Limited","2018-01-29","1466.15"
"RELCNX100","Reliance ETF Nifty 100","2018-01-29","116.94"
"NITINSPIN","Nitin Spinners Limited","2018-01-29","123.5"
"FMNL","Future Market Networks Limited","2018-01-29","136.2"
"TARMAT","Tarmat Limited","2018-01-29","68.55"
"SUVEN","Suven Life Sciences Limited","2018-01-29","239.2"
"NUTEK","Nu Tek India Limited","2018-01-29","1.4"
"OMKARCHEM","Omkar Speciality Chemicals Limited","2018-01-29","73.8"
"TIINDIA","Tube Investments of India Limited","2018-01-29","262.9"
"HINDNATGLS","Hindusthan National Glass & Industries Limited","2018-01-29","162.4"
"SHAKTIPUMP","Shakti Pumps (India) Limited","2018-01-29","568.1"
"RKFORGE","Ramkrishna Forgings Limited","2018-01-29","803.1"
"VAIBHAVGBL","Vaibhav Global Limited","2018-01-29","777"
"DMART","Avenue Supermarts Limited","2018-01-29","1179"
"BANKBEES","Reliance ETF Bank BeES","2018-01-29","2785.5"
"GICRE","General Insurance Corporation of India","2018-01-29","765"
"GPTINFRA","GPT Infraprojects Limited","2018-01-29","220.75"
"TECHNO","Techno Electric & Engineering Company Limited","2018-01-29","388.05"
"PUNJABCHEM","Punjab Chemicals & Crop Protection Limited","2018-01-29","440"
"SCAPDVR","Stampede Capital Limited","2018-01-29","9.35"
"TEXINFRA","Texmaco Infrastructure & Holdings Limited","2018-01-29","63.8"
"RELNV20","Reliance ETF NV20","2018-01-25","525.93"
"BBL","Bharat Bijlee Limited","2018-01-25","1472"
"GTPL","GTPL Hathway Limited","2018-01-25","180.1"
"LTTS","L&T Technology Services Limited","2018-01-25","1332"
"EVERESTIND","Everest Industries Limited","2018-01-25","605"
"UMANGDAIRY","Umang Dairies Limited","2018-01-25","100.5"
"IDBI","IDBI Bank Limited","2018-01-25","64.75"
"NITCO","Nitco Limited","2018-01-25","130.6"
"UCOBANK","UCO Bank","2018-01-25","32.8"
"SQSBFSI","SQS India BFSI Limited","2018-01-25","529.5"
"SAKSOFT","Saksoft Limited","2018-01-25","233"
"SHAKTIPUMP","Shakti Pumps (India) Limited","2018-01-25","531.2"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","2018-01-25","240"
"FACT","Fertilizers and Chemicals Travancore Limited","2018-01-25","59"
"ACE","Action Construction Equipment Limited","2018-01-25","186.05"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","2018-01-25","895.1"
"BYKE","The Byke Hospitality Ltd","2018-01-25","200.7"
"AXISGOLD","Axis Mutual Fund - Axis Gold ETF","2018-01-25","2675"
"AARTIIND","Aarti Industries Limited","2018-01-25","1102"
"NHPC","NHPC Limited","2018-01-25","29.65"
"HITECHCORP","Hitech Corporation Limited","2018-01-25","177.35"
"THIRUSUGAR","Thiru Arooran Sugars Limited","2018-01-25","54"
"NLCINDIA","NLC India Limited","2018-01-25","103.95"
"DRREDDY","Dr. Reddy's Laboratories Limited","2018-01-25","2501.05"
"BBL","Bharat Bijlee Limited","2018-01-25","1472"
"GTPL","GTPL Hathway Limited","2018-01-25","180.1"
"UCOBANK","UCO Bank","2018-01-25","32.8"
"SHAKTIPUMP","Shakti Pumps (India) Limited","2018-01-25","531.2"
"FACT","Fertilizers and Chemicals Travancore Limited","2018-01-25","59"
"EVERESTIND","Everest Industries Limited","2018-01-25","605"
"IDBI","IDBI Bank Limited","2018-01-25","64.75"
"AXISGOLD","Axis Mutual Fund - Axis Gold ETF","2018-01-25","2675"
"HITECHCORP","Hitech Corporation Limited","2018-01-25","177.35"
"CARBORUNIV","Carborundum Universal Limited","2018-01-25","391.6"
"NHPC","NHPC Limited","2018-01-25","29.65"
"NLCINDIA","NLC India Limited","2018-01-25","103.95"
"ACE","Action Construction Equipment Limited","2018-01-25","186.05"
"UMANGDAIRY","Umang Dairies Limited","2018-01-25","100.5"
"WHIRLPOOL","Whirlpool of India Limited","2018-01-25","1497"
"ASHIANA","Ashiana Housing Limited","2018-01-25","186"
"AARTIIND","Aarti Industries Limited","2018-01-25","1102"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","2018-01-25","240"
"BYKE","The Byke Hospitality Ltd","2018-01-25","200.7"
"JCHAC","Johnson Controls ? Hitachi Air Conditioning India Limited","2018-01-25","2640"
"BEL","Bharat Electronics Limited","2018-01-25","178.15"
"BALAJITELE","Balaji Telefilms Limited","2018-01-25","157"
"VIPIND","VIP Industries Limited","2018-01-25","357.5"
"EQ30","Edelweiss Mutual Fund - Edelweiss ETF - Nifty Quality 30","2018-01-25","238"
"RELNV20","Reliance ETF NV20","2018-01-24","528.65"
"SAKSOFT","Saksoft Limited","2018-01-24","249.3"
"SUNCLAYLTD","Sundaram Clayton Limited","2018-01-24","4922"
"NITCO","Nitco Limited","2018-01-24","135"
"LTTS","L&T Technology Services Limited","2018-01-24","1211.9"
"NUCLEUS","Nucleus Software Exports Limited","2018-01-24","522.5"
"SHRIRAMEPC","Shriram EPC Limited","2018-01-24","32.75"
"TIINDIA","Tube Investments of India Limited","2018-01-24","261"
"GEMINI","Gemini Communication Limited","2018-01-24","1"
"ALLSEC","Allsec Technologies Limited","2018-01-24","439.5"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","2018-01-24","899"
"INFINITE","Infinite Computer Solutions (India) Limited","2018-01-24","362.5"
"BANARISUG","Bannari Amman Sugars Limited","2018-01-24","1902"
"63MOONS","63 moons technologies limited","2018-01-24","118.45"
"CYIENT","Cyient Limited","2018-01-24","640.5"
"RML","Rane (Madras) Limited","2018-01-24","901.3"
"HERITGFOOD","Heritage Foods Limited","2018-01-24","839.55"
"UMANGDAIRY","Umang Dairies Limited","2018-01-24","110.4"
"INDOCO","Indoco Remedies Limited","2018-01-24","300"
"VIJAYABANK","Vijaya Bank","2018-01-24","69"
"SQSBFSI","SQS India BFSI Limited","2018-01-24","545"
"LTI","Larsen & Toubro Infotech Limited","2018-01-24","1200"
"HEXAWARE","Hexaware Technologies Limited","2018-01-24","387.25"
"MAJESCO","Majesco Limited","2018-01-24","580"
"RANEENGINE","Rane Engine Valve Limited","2018-01-23","660.05"
"NIACL","The New India Assurance Company Limited","2018-01-23","618"
"RBL","Rane Brake Lining Limited","2018-01-23","1162.1"
"LICNETFN50","LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50","2018-01-23","114.15"
"RML","Rane (Madras) Limited","2018-01-23","855.2"
"RANEHOLDIN","Rane Holdings Limited","2018-01-23","2587.25"
"VBL","Varun Beverages Limited","2018-01-23","710"
"LICNETFSEN","LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX","2018-01-23","379"
"VIMTALABS","Vimta Labs Limited","2018-01-23","217.8"
"TERASOFT","Tera Software Limited","2018-01-23","70.25"
"VINYLINDIA","Vinyl Chemicals (India) Limited","2018-01-23","122.9"
"APLLTD","Alembic Pharmaceuticals Limited","2018-01-23","546.5"
"KALPATPOWR","Kalpataru Power Transmission Limited","2018-01-23","510"
"ORIENTHOT","Oriental Hotels Limited","2018-01-23","68.4"
"NOIDATOLL","Noida Toll Bridge Company Limited","2018-01-23","15"
"HESTERBIO","Hester Biosciences Limited","2018-01-23","1680.5"
"GET&D","GE T&D India Limited","2018-01-23","430.1"
"SYMPHONY","Symphony Limited","2018-01-23","1952"
"IZMO","IZMO Limited","2018-01-23","79.25"
"CANFINHOME","Can Fin Homes Limited","2018-01-23","458.7"
"NIFTYBEES","Reliance ETF Nifty BeES","2018-01-23","1140.91"
"SASKEN","Sasken Technologies Limited","2018-01-23","789"
"RKFORGE","Ramkrishna Forgings Limited","2018-01-23","850"
"GREENLAM","Greenlam Industries Limited","2018-01-22","1193"
"SMSPHARMA","SMS Pharmaceuticals Limited","2018-01-22","104.7"
"KIRLOSENG","Kirloskar Oil Engines Limited","2018-01-22","399.9"
"8KMILES","8K Miles Software Services Limited","2018-01-22","783.8"
"VINYLINDIA","Vinyl Chemicals (India) Limited","2018-01-22","117.3"
"LINCOLN","Lincoln Pharmaceuticals Limited","2018-01-22","257"
"RELIGARE","Religare Enterprises Limited","2018-01-22","52.95"
"LUXIND","Lux Industries Limited","2018-01-22","1540"
"MAJESCO","Majesco Limited","2018-01-22","557.5"
"AHLEAST","Asian Hotels (East) Limited","2018-01-22","410.45"
"INDOCO","Indoco Remedies Limited","2018-01-22","291.5"
"GULFPETRO","GP Petroleums Limited","2018-01-22","91.2"
"INEOSSTYRO","INEOS Styrolution India Limited","2018-01-22","1038"
"NOIDATOLL","Noida Toll Bridge Company Limited","2018-01-22","13.65"
"DCMSHRIRAM","DCM Shriram Limited","2018-01-22","594.1"
"AICHAMP","AI Champdany Industries Limited","2018-01-22","38"
"SOBHA","Sobha Limited","2018-01-22","601.8"
"ZODJRDMKJ","Zodiac JRD- MKJ Limited","2018-01-22","49.9"
"NUCLEUS","Nucleus Software Exports Limited","2018-01-22","486.35"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","2018-01-22","107.45"
"WABAG","VA Tech Wabag Limited","2018-01-22","635"
"EQ30","Edelweiss Mutual Fund - Edelweiss ETF - Nifty Quality 30","2018-01-22","242"
"IGARASHI","Igarashi Motors India Limited","2018-01-22","838"
"MAWANASUG","Mawana Sugars Limited","2018-01-22","66"
"ALPHAGEO","Alphageo (India) Limited","2018-01-22","948.75"
"SUNTECK","Sunteck Realty Limited","2018-01-19","416.7"
"SOLARINDS","Solar Industries India Limited","2018-01-19","1139"
"GRINDWELL","Grindwell Norton Limited","2018-01-19","547"
"WONDERLA","Wonderla Holidays Limited","2018-01-19","414.05"
"SHARDACROP","Sharda Cropchem Limited","2018-01-19","442.1"
"LICNFNHGP","LIC MF - LIC MF ETF - Nifty 100","2018-01-19","120"
"HINDSYNTEX","Hind Syntex Limited","2018-01-19","13.55"
"RELCONS","Reliance ETF Consumption","2018-01-19","52.82"
"BIOCON","Biocon Limited","2018-01-19","568.8"
"SHARIABEES","Reliance ETF Shariah BeES","2018-01-19","259"
"CYIENT","Cyient Limited","2018-01-19","662.9"
"MOLDTKPAC","Mold-Tek Packaging Limited","2018-01-19","354.1"
"KOTAKNV20","Kotak Mahindra MF - Kotak NV 20 ETF - DPO","2018-01-19","50.75"
"JUBLFOOD","Jubilant Foodworks Limited","2018-01-19","2101"
"GSS","GSS Infotech Limited","2018-01-19","38.9"
"LOWVOLIWIN","ICICI Prudential Mutual Fund - ICICI Prudential Nifty Low Vol 30 iWIN","2018-01-19","83.32"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","2018-01-19","430"
"MUNJALAU","Munjal Auto Industries Limited","2018-01-19","88"
"HATSUN","Hatsun Agro Product Limited","2018-01-19","835"
"FINPIPE","Finolex Industries Limited","2018-01-19","665"
"LTI","Larsen & Toubro Infotech Limited","2018-01-19","1122.8"
"KOTAKNIFTY","Kotak Mahindra Mutual Fund-Kotak Nifty ETF","2018-01-19","110.17"
"MAGMA","Magma Fincorp Limited","2018-01-19","172"
"STARCEMENT","Star Cement Limited","2018-01-18","132.6"
"PDSMFL","PDS Multinational Fashions Limited","2018-01-18","322.15"
"AARVEEDEN","Aarvee Denims & Exports Limited","2018-01-18","54.6"
"PGEL","PG Electroplast Limited","2018-01-18","442"
"DBCORP","D.B.Corp Limited","2018-01-18","354.8"
"TAJGVK","Taj GVK Hotels & Resorts Limited","2018-01-18","180.75"
"IDFNIFTYET","IDFC Mutual Fund - IDFC Nifty ETF","2018-01-18","108.1"
"SEINV","S.E. Investments Limited","2018-01-18","369.95"
"MINDTREE","MindTree Limited","2018-01-18","681.15"
"DIAMONDYD","Prataap Snacks Limited","2018-01-18","1152"
"GUFICBIO","Gufic Biosciences Limited","2018-01-18","127"
"INDOTHAI","Indo Thai Securities Limited","2018-01-18","109.45"
"AHLWEST","Asian Hotels (West) Limited","2018-01-18","281.25"
"KIRLOSBROS","Kirloskar Brothers Limited","2018-01-18","374.1"
"AICHAMP","AI Champdany Industries Limited","2018-01-18","34.85"
"NCLIND","NCL Industries Limited","2018-01-18","279.85"
"AUSOMENT","Ausom Enterprise Limited","2018-01-18","75.1"
"ROHLTD","Royal Orchid Hotels Limited","2018-01-18","191.45"
"ORIENTREF","Orient Refractories Limited","2018-01-18","168.4"
"INOXLEISUR","INOX Leisure Limited","2018-01-18","280.1"
"ZYLOG","Zylog Systems Limited","2018-01-18","4.5"
"LEEL","LEEL Electricals Limited","2018-01-18","292.7"
"RELCNX100","Reliance ETF Nifty 100","2018-01-18","114.5"
"MASTEK","Mastek Limited","2018-01-18","393.25"
"KHAITANLTD","Khaitan (India) Limited","2018-01-18","60.5"
"BASML","Bannari Amman Spinning Mills Limited","2018-01-17","358.65"
"VISESHINFO","Visesh Infotecnics Limited","2018-01-17","0.3"
"KHAITANLTD","Khaitan (India) Limited","2018-01-17","57.65"
"VSTIND","VST Industries Limited","2018-01-17","3134.9"
"NIFTYEES","Edelweiss ETF - Nifty 50","2018-01-17","12100"
"ABMINTLTD","ABM International Limited","2018-01-17","65.6"
"STERTOOLS","Sterling Tools Limited","2018-01-17","429"
"SHEMAROO","Shemaroo Entertainment Limited","2018-01-17","550.5"
"LICNETFGSC","LIC MF - LIC MF G-sec LT ETF - GO","2018-01-17","16.02"
"KAVVERITEL","Kavveri Telecom Products Limited","2018-01-17","13"
"JYOTHYLAB","Jyothy Laboratories Limited","2018-01-17","360.05"
"SETFNIFBK","SBI-ETF Nifty Bank","2018-01-17","263.84"
"TDPOWERSYS","TD Power Systems Limited","2018-01-17","180.05"
"TVTODAY","TV Today Network Limited","2018-01-17","470.8"
"BAYERCROP","Bayer Cropscience Limited","2018-01-17","4679.95"
"BALPHARMA","Bal Pharma Limited","2018-01-17","114.9"
"JUBILANT","Jubilant Life Sciences Limited","2018-01-17","948"
"CLNINDIA","Clariant Chemicals (India) Limited","2018-01-17","640.05"
"TTKPRESTIG","TTK Prestige Limited","2018-01-17","8625"
"NAVNETEDUL","Navneet Education Limited","2018-01-17","157.15"
"KOTAKPSUBK","Kotak Mahindra Mutual Fund","2018-01-17","369"
"PRADIP","Pradip Overseas Limited","2018-01-17","4.45"
"LAURUSLABS","Laurus Labs Limited","2018-01-17","546.75"
"ASHOKA","Ashoka Buildcon Limited","2018-01-17","227.95"
"MCX","Multi Commodity Exchange of India Limited","2018-01-17","851.9"
"LSIL","Lloyds Steels Industries Limited","2018-01-16","3.9"
"MOHOTAIND","Mohota Industries Limited","2018-01-16","395"
"PDUMJEIND","Pudumjee Industries Limited","2018-01-16","14.95"
"SFL","Sheela Foam Limited","2018-01-16","1640.9"
"SEINV","S.E. Investments Limited","2018-01-16","325.05"
"ACCELYA","Accelya Kale Solutions Limited","2018-01-16","1505"
"MANGLMCEM","Mangalam Cement Limited","2018-01-16","451.9"
"PATSPINLTD","Patspin India Limited","2018-01-16","29.25"
"OMAXAUTO","Omax Autos Limited","2018-01-16","117"
"INVENTURE","Inventure Growth & Securities Limited","2018-01-16","15"
"HEIDELBERG","HeidelbergCement India Limited","2018-01-16","174"
"ATFL","Agro Tech Foods Limited","2018-01-16","770"
"CEREBRAINT","Cerebra Integrated Technologies Limited","2018-01-16","61.4"
"BANKBEES","Reliance ETF Bank BeES","2018-01-16","2640.9"
"MUTHOOTCAP","Muthoot Capital Services Limited","2018-01-16","840"
"CENTEXT","Century Extrusions Limited","2018-01-16","7.45"
"NDGL","Naga Dhunseri Group Limited","2018-01-16","2098"
"WIPL","The Western India Plywoods Limited","2018-01-16","87"
"PDSMFL","PDS Multinational Fashions Limited","2018-01-16","326"
"GANECOS","Ganesha Ecosphere Limited","2018-01-16","460.95"
"DELTACORP","Delta Corp Limited","2018-01-16","329.95"
"ZEELEARN","Zee Learn Limited","2018-01-16","46.5"
"PROZONINTU","Prozone Intu Properties Limited","2018-01-16","67.2"
"SETFNN50","SBI-ETF Nifty Next 50","2018-01-16","313.2"
"GNFC","Gujarat Narmada Valley Fertilizers and Chemicals Limited","2018-01-16","485.3"
"MUTHOOTCAP","Muthoot Capital Services Limited","2018-01-15","803"
"LAOPALA","La Opala RG Limited","2018-01-15","710.4"
"PODDARHOUS","Poddar Housing and Development Limited","2018-01-15","1311"
"FORTUNEFIN","Fortune Financial Services (India) Limited","2018-01-15","278"
"JMA","Jullundur Motor Agency (Delhi) Limited","2018-01-15","284.5"
"ARCHIDPLY","Archidply Industries Limited","2018-01-15","126.5"
"SYNCOM","Syncom Healthcare Limited","2018-01-15","8.2"
"MERCK","Merck Limited","2018-01-15","1632.2"
"PANACEABIO","Panacea Biotec Limited","2018-01-15","252.25"
"GNFC","Gujarat Narmada Valley Fertilizers and Chemicals Limited","2018-01-15","539.2"
"RAJTV","Raj Television Network Limited","2018-01-15","68.05"
"WINDMACHIN","Windsor Machines Limited","2018-01-15","137.2"
"VIMTALABS","Vimta Labs Limited","2018-01-15","183.2"
"PUNJABCHEM","Punjab Chemicals & Crop Protection Limited","2018-01-15","496"
"HATHWAY","Hathway Cable & Datacom Limited","2018-01-15","46.8"
"ORTEL","Ortel Communications Limited","2018-01-15","37"
"VISESHINFO","Visesh Infotecnics Limited","2018-01-15","0.2"
"CEREBRAINT","Cerebra Integrated Technologies Limited","2018-01-15","56.1"
"FACT","Fertilizers and Chemicals Travancore Limited","2018-01-15","60.8"
"MASKINVEST","Mask Investments Limited","2018-01-15","65.25"
"RUSHIL","Rushil Decor Limited","2018-01-15","1013"
"KINGFA","Kingfa Science & Technology (India) Limited","2018-01-15","1150"
"PATSPINLTD","Patspin India Limited","2018-01-15","29.7"
"POLARIS","POLARIS CONSULTING & SERVICES LIMITED","2018-01-15","413.3"
"TALWALKARS","Talwalkars Better Value Fitness Limited","2018-01-15","348"
"PALREDTEC","Palred Technologies Limited","2018-01-12","112.65"
"HATHWAY","Hathway Cable & Datacom Limited","2018-01-12","42"
"NAHARPOLY","Nahar Poly Films Limited","2018-01-12","82.3"
"DBSTOCKBRO","DB (International) Stock Brokers Limited","2018-01-12","9.7"
"KINGFA","Kingfa Science & Technology (India) Limited","2018-01-12","988.6"
"KEI","KEI Industries Limited","2018-01-12","406.5"
"SEQUENT","Sequent Scientific Limited","2018-01-12","99"
"DEN","Den Networks Limited","2018-01-12","133.55"
"PKTEA","The Peria Karamalai Tea & Produce Company Limited","2018-01-12","475.95"
"HCG","Healthcare Global Enterprises Limited","2018-01-12","296"
"HIRECT","Hind Rectifiers Limited","2018-01-12","145.8"
"DISHTV","Dish TV India Limited","2018-01-12","78.1"
"CYBERTECH","Cybertech Systems And Software Limited","2018-01-12","90.75"
"LICNETFSEN","LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX","2018-01-12","334.95"
"RAJTV","Raj Television Network Limited","2018-01-12","65"
"FSL","Firstsource Solutions Limited","2018-01-12","46.35"
"USHAMART","Usha Martin Limited","2018-01-12","30.5"
"M50","Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M50 ETF","2018-01-12","103.93"
"KECL","Kirloskar Electric Company Limited","2018-01-12","49.25"
"SUNFLAG","Sunflag Iron And Steel Company Limited","2018-01-12","87.8"
"PNBGILTS","PNB Gilts Limited","2018-01-12","48.5"
"ELGIRUBCO","Elgi Rubber Company Limited","2018-01-12","56.8"
"EMAMILTD","Emami Limited","2018-01-12","1290"
"GTPL","GTPL Hathway Limited","2018-01-11","176"
"BAJAJCORP","Bajaj Corp Limited","2018-01-11","504.1"
"RPGLIFE","RPG Life Sciences Limited","2018-01-11","578.15"
"SANGAMIND","Sangam (India) Limited","2018-01-11","201"
"BGRENERGY","BGR Energy Systems Limited","2018-01-11","148.4"
"GARWALLROP","Garware  Wall Ropes Limited","2018-01-11","1012.55"
"SOTL","Savita Oil Technologies Limited","2018-01-11","1610"
"TNTELE","Tamilnadu Telecommunication Limited","2018-01-11","2.2"
"VENKEYS","Venky's (India) Limited","2018-01-11","2715.1"
"PKTEA","The Peria Karamalai Tea & Produce Company Limited","2018-01-11","440"
"ABBOTINDIA","Abbott India Limited","2018-01-11","5400"
"ZICOM","Zicom Electronic Security Systems Limited","2018-01-11","30"
"SHALPAINTS","Shalimar Paints Limited","2018-01-11","208.5"
"TIIL","Technocraft Industries (India) Limited","2018-01-11","543"
"ELGIRUBCO","Elgi Rubber Company Limited","2018-01-11","54.35"
"BSLIMITED","BS Limited","2018-01-11","1.8"
"HANUNG","Hanung Toys and Textiles Limited","2018-01-11","5.2"
"JINDALPOLY","Jindal Poly Films Limited","2018-01-11","428.9"
"SETCO","Setco Automotive Limited","2018-01-11","71.9"
"METKORE","Metkore Alloys & Industries Limited","2018-01-11","3.7"
"SHRIRAMCIT","Shriram City Union Finance Limited","2018-01-11","2140"
"RUSHIL","Rushil Decor Limited","2018-01-11","997.05"
"HMVL","Hindustan Media Ventures Limited","2018-01-11","268"
"INDNIPPON","India Nippon Electricals Limited","2018-01-11","1187"
"CUPID","Cupid Limited","2018-01-11","415.9"
"RAJVIR","Rajvir Industries Limited","2018-01-10","45.4"
"MASKINVEST","Mask Investments Limited","2018-01-10","56.4"
"SANGHVIFOR","Sanghvi Forging and Engineering Limited","2018-01-10","43.35"
"SCAPDVR","Stampede Capital Limited","2018-01-10","6.7"
"WELSPUNIND","Welspun India Limited","2018-01-10","76.45"
"ZODIACLOTH","Zodiac Clothing Company Limited","2018-01-10","235"
"ASTEC","Astec LifeSciences Limited","2018-01-10","603"
"MONTECARLO","Monte Carlo Fashions Limited","2018-01-10","624"
"IEX","Indian Energy Exchange Limited","2018-01-10","1631.1"
"CLEDUCATE","CL Educate Limited","2018-01-10","280"
